请求时间,IP:端口,是否成功,有效URL,状态码,响应时间(秒),频道数,URL类型,失败原因
2026-04-09T12:53:40.880902,182.207.218.158:999,False,,,,0,,超时: http://182.207.218.158:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.881269,182.207.218.159:999,False,,,,0,,超时: http://182.207.218.159:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.883297,182.207.218.160:999,False,,,,0,,超时: http://182.207.218.160:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.885205,182.207.218.162:999,False,,,,0,,超时: http://182.207.218.162:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.888219,182.207.218.165:999,False,,,,0,,超时: http://182.207.218.165:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.886424,182.207.218.163:999,False,,,,0,,超时: http://182.207.218.163:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.887329,182.207.218.164:999,False,,,,0,,超时: http://182.207.218.164:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.892720,182.207.218.167:999,False,,,,0,,超时: http://182.207.218.167:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.893617,182.207.218.168:999,False,,,,0,,超时: http://182.207.218.168:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.897708,182.207.218.171:999,False,,,,0,,超时: http://182.207.218.171:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.894762,182.207.218.169:999,False,,,,0,,超时: http://182.207.218.169:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.895618,182.207.218.170:999,False,,,,0,,超时: http://182.207.218.170:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.900933,182.207.218.172:999,False,,,,0,,超时: http://182.207.218.172:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.903836,182.207.218.174:999,False,,,,0,,超时: http://182.207.218.174:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.911321,182.207.218.178:999,False,,,,0,,超时: http://182.207.218.178:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.912331,182.207.218.179:999,False,,,,0,,超时: http://182.207.218.179:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.909532,182.207.218.176:999,False,,,,0,,超时: http://182.207.218.176:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.920223,182.207.218.182:999,False,,,,0,,超时: http://182.207.218.182:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.921079,182.207.218.183:999,False,,,,0,,超时: http://182.207.218.183:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.924706,182.207.218.184:999,False,,,,0,,超时: http://182.207.218.184:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.927704,182.207.218.185:999,False,,,,0,,超时: http://182.207.218.185:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.930025,182.207.218.186:999,False,,,,0,,超时: http://182.207.218.186:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.930898,182.207.218.187:999,False,,,,0,,超时: http://182.207.218.187:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.931760,182.207.218.188:999,False,,,,0,,超时: http://182.207.218.188:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.935909,182.207.218.191:999,False,,,,0,,超时: http://182.207.218.191:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.938603,182.207.218.194:999,False,,,,0,,超时: http://182.207.218.194:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.937804,182.207.218.193:999,False,,,,0,,超时: http://182.207.218.193:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.940650,182.207.218.196:999,False,,,,0,,超时: http://182.207.218.196:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.943275,182.207.218.199:999,False,,,,0,,超时: http://182.207.218.199:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.942259,182.207.218.198:999,False,,,,0,,超时: http://182.207.218.198:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.939454,182.207.218.195:999,False,,,,0,,超时: http://182.207.218.195:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.941446,182.207.218.197:999,False,,,,0,,超时: http://182.207.218.197:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.951850,182.207.218.206:999,False,,,,0,,超时: http://182.207.218.206:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.953500,182.207.218.207:999,False,,,,0,,超时: http://182.207.218.207:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.955220,182.207.218.209:999,False,,,,0,,超时: http://182.207.218.209:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.957709,182.207.218.210:999,False,,,,0,,超时: http://182.207.218.210:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.963626,182.207.218.214:999,False,,,,0,,超时: http://182.207.218.214:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.966942,182.207.218.217:999,False,,,,0,,超时: http://182.207.218.217:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.964441,182.207.218.215:999,False,,,,0,,超时: http://182.207.218.215:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:40.965690,182.207.218.216:999,False,,,,0,,超时: http://182.207.218.216:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.414450,182.207.218.219:999,False,,,,0,,超时: http://182.207.218.219:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.419743,182.207.218.220:999,False,,,,0,,超时: http://182.207.218.220:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.425701,182.207.218.222:999,False,,,,0,,超时: http://182.207.218.222:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.436741,182.207.218.227:999,False,,,,0,,超时: http://182.207.218.227:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.441716,182.207.218.228:999,False,,,,0,,超时: http://182.207.218.228:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.442597,182.207.218.229:999,False,,,,0,,超时: http://182.207.218.229:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.450136,182.207.218.232:999,False,,,,0,,超时: http://182.207.218.232:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.459709,182.207.218.236:999,False,,,,0,,超时: http://182.207.218.236:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.456887,182.207.218.235:999,False,,,,0,,超时: http://182.207.218.235:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.461768,182.207.218.237:999,False,,,,0,,超时: http://182.207.218.237:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.469745,182.207.218.241:999,False,,,,0,,超时: http://182.207.218.241:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.472700,182.207.218.242:999,False,,,,0,,超时: http://182.207.218.242:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.475268,182.207.218.244:999,False,,,,0,,超时: http://182.207.218.244:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.480423,182.207.218.246:999,False,,,,0,,超时: http://182.207.218.246:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.482390,182.207.218.247:999,False,,,,0,,超时: http://182.207.218.247:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.485073,182.207.218.250:999,False,,,,0,,超时: http://182.207.218.250:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.484268,182.207.218.249:999,False,,,,0,,超时: http://182.207.218.249:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.485293,182.207.218.251:999,False,,,,0,,超时: http://182.207.218.251:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.489266,182.207.218.253:999,False,,,,0,,超时: http://182.207.218.253:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.490905,182.207.218.254:999,False,,,,0,,超时: http://182.207.218.254:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:41.501503,182.207.218.255:999,False,,,,0,,超时: http://182.207.218.255:999/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.513791,42.84.213.2:777,False,,,,0,,超时: http://42.84.213.2:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.516393,42.84.213.4:777,False,,,,0,,超时: http://42.84.213.4:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.523895,42.84.213.9:777,False,,,,0,,超时: http://42.84.213.9:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.521340,42.84.213.6:777,False,,,,0,,超时: http://42.84.213.6:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.531515,42.84.213.18:777,False,,,,0,,超时: http://42.84.213.18:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.534271,42.84.213.21:777,False,,,,0,,超时: http://42.84.213.21:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.535120,42.84.213.22:777,False,,,,0,,超时: http://42.84.213.22:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.542407,42.84.213.30:777,False,,,,0,,超时: http://42.84.213.30:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.548258,42.84.213.37:777,False,,,,0,,超时: http://42.84.213.37:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.547438,42.84.213.36:777,False,,,,0,,超时: http://42.84.213.36:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.552371,42.84.213.42:777,False,,,,0,,超时: http://42.84.213.42:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.554963,42.84.213.45:777,False,,,,0,,超时: http://42.84.213.45:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.568930,42.84.213.61:777,False,,,,0,,超时: http://42.84.213.61:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.567042,42.84.213.59:777,False,,,,0,,超时: http://42.84.213.59:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.573957,42.84.213.67:777,False,,,,0,,超时: http://42.84.213.67:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.566081,42.84.213.58:777,False,,,,0,,超时: http://42.84.213.58:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.565117,42.84.213.57:777,False,,,,0,,超时: http://42.84.213.57:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.569712,42.84.213.62:777,False,,,,0,,超时: http://42.84.213.62:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.578099,42.84.213.71:777,False,,,,0,,超时: http://42.84.213.71:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.598524,42.84.213.96:777,False,,,,0,,超时: http://42.84.213.96:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.514801,42.84.213.3:777,False,,,,0,,超时: http://42.84.213.3:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.513450,42.84.213.1:777,False,,,,0,,超时: http://42.84.213.1:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.520461,42.84.213.5:777,False,,,,0,,超时: http://42.84.213.5:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.522179,42.84.213.7:777,False,,,,0,,超时: http://42.84.213.7:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.523017,42.84.213.8:777,False,,,,0,,超时: http://42.84.213.8:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.527270,42.84.213.13:777,False,,,,0,,超时: http://42.84.213.13:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.528978,42.84.213.15:777,False,,,,0,,超时: http://42.84.213.15:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.524755,42.84.213.10:777,False,,,,0,,超时: http://42.84.213.10:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.528151,42.84.213.14:777,False,,,,0,,超时: http://42.84.213.14:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.526347,42.84.213.12:777,False,,,,0,,超时: http://42.84.213.12:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.525501,42.84.213.11:777,False,,,,0,,超时: http://42.84.213.11:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.529823,42.84.213.16:777,False,,,,0,,超时: http://42.84.213.16:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.536929,42.84.213.24:777,False,,,,0,,超时: http://42.84.213.24:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.536035,42.84.213.23:777,False,,,,0,,超时: http://42.84.213.23:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.530699,42.84.213.17:777,False,,,,0,,超时: http://42.84.213.17:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.538543,42.84.213.26:777,False,,,,0,,超时: http://42.84.213.26:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.540696,42.84.213.28:777,False,,,,0,,超时: http://42.84.213.28:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.533326,42.84.213.20:777,False,,,,0,,超时: http://42.84.213.20:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.537717,42.84.213.25:777,False,,,,0,,超时: http://42.84.213.25:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.539870,42.84.213.27:777,False,,,,0,,超时: http://42.84.213.27:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.544140,42.84.213.32:777,False,,,,0,,超时: http://42.84.213.32:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.546625,42.84.213.35:777,False,,,,0,,超时: http://42.84.213.35:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.543255,42.84.213.31:777,False,,,,0,,超时: http://42.84.213.31:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.549141,42.84.213.38:777,False,,,,0,,超时: http://42.84.213.38:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.541513,42.84.213.29:777,False,,,,0,,超时: http://42.84.213.29:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.544963,42.84.213.33:777,False,,,,0,,超时: http://42.84.213.33:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.549937,42.84.213.39:777,False,,,,0,,超时: http://42.84.213.39:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.545854,42.84.213.34:777,False,,,,0,,超时: http://42.84.213.34:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.532351,42.84.213.19:777,False,,,,0,,超时: http://42.84.213.19:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.553219,42.84.213.43:777,False,,,,0,,超时: http://42.84.213.43:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.554152,42.84.213.44:777,False,,,,0,,超时: http://42.84.213.44:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.551523,42.84.213.41:777,False,,,,0,,超时: http://42.84.213.41:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.556582,42.84.213.47:777,False,,,,0,,超时: http://42.84.213.47:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.555751,42.84.213.46:777,False,,,,0,,超时: http://42.84.213.46:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.557440,42.84.213.48:777,False,,,,0,,超时: http://42.84.213.48:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.550695,42.84.213.40:777,False,,,,0,,超时: http://42.84.213.40:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.560145,42.84.213.51:777,False,,,,0,,超时: http://42.84.213.51:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.559239,42.84.213.50:777,False,,,,0,,超时: http://42.84.213.50:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.560375,42.84.213.52:777,False,,,,0,,超时: http://42.84.213.52:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.563495,42.84.213.55:777,False,,,,0,,超时: http://42.84.213.55:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.558384,42.84.213.49:777,False,,,,0,,超时: http://42.84.213.49:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.561820,42.84.213.53:777,False,,,,0,,超时: http://42.84.213.53:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.562658,42.84.213.54:777,False,,,,0,,超时: http://42.84.213.54:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.564315,42.84.213.56:777,False,,,,0,,超时: http://42.84.213.56:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.567914,42.84.213.60:777,False,,,,0,,超时: http://42.84.213.60:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.570797,42.84.213.64:777,False,,,,0,,超时: http://42.84.213.64:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.569938,42.84.213.63:777,False,,,,0,,超时: http://42.84.213.63:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.572340,42.84.213.65:777,False,,,,0,,超时: http://42.84.213.65:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.573156,42.84.213.66:777,False,,,,0,,超时: http://42.84.213.66:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.575454,42.84.213.68:777,False,,,,0,,超时: http://42.84.213.68:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.577220,42.84.213.70:777,False,,,,0,,超时: http://42.84.213.70:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.576317,42.84.213.69:777,False,,,,0,,超时: http://42.84.213.69:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.579729,42.84.213.73:777,False,,,,0,,超时: http://42.84.213.73:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.581357,42.84.213.75:777,False,,,,0,,超时: http://42.84.213.75:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.578939,42.84.213.72:777,False,,,,0,,超时: http://42.84.213.72:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.580524,42.84.213.74:777,False,,,,0,,超时: http://42.84.213.74:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.582232,42.84.213.76:777,False,,,,0,,超时: http://42.84.213.76:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.585508,42.84.213.80:777,False,,,,0,,超时: http://42.84.213.80:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.584763,42.84.213.79:777,False,,,,0,,超时: http://42.84.213.79:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.583093,42.84.213.77:777,False,,,,0,,超时: http://42.84.213.77:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.588982,42.84.213.84:777,False,,,,0,,超时: http://42.84.213.84:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.583972,42.84.213.78:777,False,,,,0,,超时: http://42.84.213.78:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.586387,42.84.213.81:777,False,,,,0,,超时: http://42.84.213.81:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.588180,42.84.213.83:777,False,,,,0,,超时: http://42.84.213.83:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.591460,42.84.213.87:777,False,,,,0,,超时: http://42.84.213.87:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.587278,42.84.213.82:777,False,,,,0,,超时: http://42.84.213.82:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.592374,42.84.213.88:777,False,,,,0,,超时: http://42.84.213.88:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.593980,42.84.213.90:777,False,,,,0,,超时: http://42.84.213.90:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.593145,42.84.213.89:777,False,,,,0,,超时: http://42.84.213.89:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.590628,42.84.213.86:777,False,,,,0,,超时: http://42.84.213.86:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.595745,42.84.213.92:777,False,,,,0,,超时: http://42.84.213.92:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.596840,42.84.213.94:777,False,,,,0,,超时: http://42.84.213.94:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.597764,42.84.213.95:777,False,,,,0,,超时: http://42.84.213.95:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.594852,42.84.213.91:777,False,,,,0,,超时: http://42.84.213.91:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.599991,42.84.213.97:777,False,,,,0,,超时: http://42.84.213.97:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.602672,42.84.213.100:777,False,,,,0,,超时: http://42.84.213.100:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.600262,42.84.213.98:777,False,,,,0,,超时: http://42.84.213.98:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.596562,42.84.213.93:777,False,,,,0,,超时: http://42.84.213.93:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.601790,42.84.213.99:777,False,,,,0,,超时: http://42.84.213.99:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:47.589818,42.84.213.85:777,False,,,,0,,超时: http://42.84.213.85:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.802136,42.84.213.109:777,False,,,,0,,超时: http://42.84.213.109:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.811687,42.84.213.111:777,False,,,,0,,超时: http://42.84.213.111:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.814479,42.84.213.112:777,False,,,,0,,超时: http://42.84.213.112:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.829716,42.84.213.115:777,False,,,,0,,超时: http://42.84.213.115:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.830528,42.84.213.116:777,False,,,,0,,超时: http://42.84.213.116:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.842948,42.84.213.119:777,False,,,,0,,超时: http://42.84.213.119:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.777049,42.84.213.101:777,False,,,,0,,超时: http://42.84.213.101:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.778719,42.84.213.102:777,False,,,,0,,超时: http://42.84.213.102:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.780418,42.84.213.103:777,False,,,,0,,超时: http://42.84.213.103:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.538719,42.84.213.128:777,False,,,,0,,超时: http://42.84.213.128:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.781721,42.84.213.104:777,False,,,,0,,超时: http://42.84.213.104:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.793326,42.84.213.106:777,False,,,,0,,超时: http://42.84.213.106:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.792181,42.84.213.105:777,False,,,,0,,超时: http://42.84.213.105:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.796713,42.84.213.107:777,False,,,,0,,超时: http://42.84.213.107:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.551850,42.84.213.138:777,False,,,,0,,超时: http://42.84.213.138:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.801246,42.84.213.108:777,False,,,,0,,超时: http://42.84.213.108:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.547762,42.84.213.134:777,False,,,,0,,超时: http://42.84.213.134:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.803387,42.84.213.110:777,False,,,,0,,超时: http://42.84.213.110:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.556878,42.84.213.143:777,False,,,,0,,超时: http://42.84.213.143:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.558692,42.84.213.145:777,False,,,,0,,超时: http://42.84.213.145:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.548922,42.84.213.135:777,False,,,,0,,超时: http://42.84.213.135:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.564355,42.84.213.151:777,False,,,,0,,超时: http://42.84.213.151:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.562396,42.84.213.149:777,False,,,,0,,超时: http://42.84.213.149:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.823385,42.84.213.113:777,False,,,,0,,超时: http://42.84.213.113:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.824428,42.84.213.114:777,False,,,,0,,超时: http://42.84.213.114:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.831420,42.84.213.117:777,False,,,,0,,超时: http://42.84.213.117:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.575020,42.84.213.162:777,False,,,,0,,超时: http://42.84.213.162:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.832709,42.84.213.118:777,False,,,,0,,超时: http://42.84.213.118:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.590709,42.84.213.175:777,False,,,,0,,超时: http://42.84.213.175:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.579706,42.84.213.167:777,False,,,,0,,超时: http://42.84.213.167:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.603995,42.84.213.185:777,False,,,,0,,超时: http://42.84.213.185:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:50.852708,42.84.213.120:777,False,,,,0,,超时: http://42.84.213.120:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.613156,42.84.213.195:777,False,,,,0,,超时: http://42.84.213.195:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.605697,42.84.213.187:777,False,,,,0,,超时: http://42.84.213.187:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.586732,42.84.213.172:777,False,,,,0,,超时: http://42.84.213.172:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.580593,42.84.213.168:777,False,,404,0.5075523853302002,0,,超时: http://42.84.213.168:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:54.103695,42.84.213.206:777,False,,,,0,,超时: http://42.84.213.206:777/ZHGXTV/Public/json/live_interface.txt
2026-04-09T12:53:53.528939,42.84.213.121:777,False,,,,0,,超时: http://42.84.213.121:777/ZHGXTV/Public/json/live_interface.txt
